,Tweet,score
12209,__label__NEUTRAL AmericanAir yes they do httptcowCSAZZQPae,0
12210,__label__NEUTRAL AmericanAir hook me up with a free trip to Barbados and I will tell you the secret beaches to see,0
12211,__label__NEGATIVE AmericanAir why did flight  get Cancelled Flightled Waiting for a rep to rebook but wondering if there will be other issues getting out,-1
12212,__label__POSITIVE AmericanAir  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,1
12213,__label__POSITIVE AmericanAir Thank you for responding so quickly to my tweets I do appreciate that,1
12214,__label__NEGATIVE AmericanAir I am trying to change the time of a flight I already purchased and was told I have to pay a  change fee Ridiculous,-1
12215,__label__POSITIVE AmericanAir please email me at temorrishotmailcom willing to discuss my experience amp give another try would like to speak directly,1
12216,__label__POSITIVE AmericanAir if my flight gets Cancelled Flightled i should be able to reschedule to any date i want not the next day or  days after,1
12217,__label__NEUTRAL AmericanAir since you dont care about what happens to your passengers on your planes we will now be contacting the Police Dept,0
12218,__label__NEGATIVE AmericanAir why are USAirways gold forced to pay for an upgrade Open seats in st and not offered to GoldSapphire,-1
12219,__label__POSITIVE “AmericanAir Bet these birds wish theyd flown south for the winter httptcotYCGaeo” Lol,1
12220,"__label__POSITIVE AmericanAir 
I still think American Airlines is greatI would just like to be treated better Loyal customers first right",1
12221,__label__POSITIVE AmericanAir if I could fly an mddc I would be so happy I live that plane so much md is love md is life,1
12222,__label__POSITIVE ods arent you glad this isnt you RT AmericanAir Bet these birds wish theyd flown south for the winter httptcoHEpkNpuzwU,1
12223,__label__NEUTRAL AmericanAir second pic from CDG,0
12224,__label__POSITIVE AmericanAir Im sure all these birds will be in warmer weather soon,1
12225,__label__POSITIVE AmericanAir Its been  weeks and no reply from customer relations yet  Running out of time please help  request   thanks,1
12226,__label__POSITIVE AmericanAir This is very true Another reason why we stay South in the Winter months of travel httptcofgJbexD,1
12227,__label__POSITIVE AmericanAir Would have had to fly real far south huh WinterWeather Brr,1
12228,__label__NEGATIVE AmericanAir um down south has snow too ATL,-1
12229,__label__NEGATIVE AmericanAir Im sure they did Its certainly chilly back East today facewithopenmouth,-1
12230,__label__NEGATIVE AmericanAir Any reason why my  flight to Chicago is boarding and I still dont have a seat assignment Seriously,-1
12231,__label__NEGATIVE AmericanAir USAirways if this is how your merger is going to go you fail Huge probls wcomm on DFW storm Cxld rtrn flts NOT COOL,-1
12232,__label__POSITIVE AmericanAir why does it feel like Im being nickeled and dime to enjoy a flight with AA I purchased a tkt but have to pay extra for a seat,1
12233,__label__NEUTRAL AmericanAir Flight  its been delayed every hour since  am,0
12234,__label__NEUTRAL AmericanAir do you still use DCs,0
12235,__label__POSITIVE Happy TT to my friends AmericanAir  Hope the weather isnt causing you too many headaches,1
12236,__label__NEUTRAL AmericanAir if Ive booked an AA award on USAir metal and space opens up on AA metal can I change to the AA flight without fees,0
12237,__label__NEUTRAL AmericanAir well have all day and all the time in the world,0
12238,__label__NEGATIVE AmericanAir Cant unload flight  because jetway is broken  steps planB waiting nearly an hour,-1
12239,__label__NEGATIVE AmericanAir Id love to take my seat but it appears as though someone already has  disappointed upgrademe wtf httptcoGxmMmubb,-1
12240,__label__POSITIVE AmericanAir if i want to change my flight due to weather conditions in Dallas this weekend i should be able to cover change fee with miles,1
12241,__label__NEGATIVE AmericanAir Are you expecting delaysCancelled Flightlations at Dallas on th due to the snow Nothing like Monday I hope,-1
12242,"__label__POSITIVE AmericanAir just look at RDU airport please think about the safety of your passengers we cant get to RDU safely

httptcowDyEkVBZe",1
12243,__label__POSITIVE AmericanAir Please explain why it costs almost the same price of a full roundtrip fair to only change the departure time of a flight,1
12244,__label__NEGATIVE AmericanAir The flight was delayed  times Spent almost min on the tarmac Ill reconsider my future flight options,-1
12245,__label__NEUTRAL AmericanAir oh its nothing my issue was already resolved and I am in the air,0
12246,__label__NEUTRAL AmericanAir Filled out a baggage claim over the phone last night Check the status to discover the rep confused Arkansas for Alaska unamusedface,0
12247,__label__NEUTRAL AmericanAir I need an answer why we cant get into Wichita Falls,0
12248,__label__POSITIVE AmericanAir AmericanAirlines says most bags left in Miami have been returned following mechanical glitch gtgt httptcoIbkyjBCJM,1
12249,__label__NEUTRAL AmericanAir I need refund,0
12250,__label__POSITIVE AmericanAir really needs to get a a clue and start treating people like humans not animals  americandairlinesSUCKS,1
12251,__label__NEUTRAL AmericanAir why is raleigh not on the updated southern states advisory,0
12252,__label__POSITIVE AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found,1
12253,__label__NEUTRAL AmericanAir and its not a inconvenience it is a disaster Its A  phone bill from you that you refuse to pay,0
12254,__label__POSITIVE AmericanAir have your experts seen this this is right at RDU airport httptcomPliODYgn,1
12255,__label__NEUTRAL AmericanAir stop sending me back to customer relations I have hand written a letter to them send in a letter called them no help,0
12256,__label__POSITIVE AmericanAir Is large Wichita Falls Airport not receiving any arrivals I have called and no one answers I been waiting for  day,1
12257,"__label__POSITIVE AmericanAir 
Can you tell me what that means I work and just need an estimated time of arrival please I need my laptop for work Thanks",1
12258,__label__NEUTRAL AmericanAir Waiting an hour now for a pilot AA Is there a pilot in the house at DFW,0
12259,__label__NEUTRAL AmericanAir Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint,0
12260,__label__NEUTRAL AmericanAir do you offer group pricing discounts by any chance,0
12261,__label__NEUTRAL AmericanAir now I understand,0
12262,__label__POSITIVE AmericanAir Airline trouble this winter amp not getting good customer service contact httptcoaQjnHwNaC  we negotiate wcompanies forU,1
12263,__label__POSITIVE AmericanAir I guess that is your way of saying thanks for sharing but I cant help you Good Luck Happy Birthday to me Ugh,1
12264,__label__NEUTRAL AmericanAir Lots of upset people freezing terminal and no gate agent Kept us waiting on plane beyond allowable time length,0
12265,__label__NEGATIVE AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks,-1
12266,__label__POSITIVE AmericanAir fly my child,1
12267,__label__NEUTRAL AmericanAir Yes I am  RNO departure at  on  wconnection at DFW to LGA I can do the am to LAX and then to JFK,0
12268,__label__NEUTRAL AmericanAir How are you going to compensate all of whose daysplans have been ruined because of the AA delaypending Cancelled Flightlation,0
12269,__label__NEGATIVE AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you useless wastedeffort FAIL,-1
12270,__label__POSITIVE AmericanAir Oh they seem  to have reappeared now lol,1
12271,__label__NEUTRAL AmericanAir and then wanted to change it to BA for Avios,0
12272,__label__POSITIVE AmericanAir Oh that seems to have undone the seat selections in MCE We only wanted the CX card on there to select the free seats,1
12273,__label__NEUTRAL AmericanAir To announce DURING BOARDING that you chose to limit catering to the point that you WILL run out shows a lack of planning IMO,0
12274,__label__POSITIVE AmericanAir Thanks for the quick response  its appreciated,1
12275,"__label__NEUTRAL AmericanAir 
Thank you for respondingMy laptop is in my bag and I need it for work I am worried The file code is UTEVGW",0
12276,__label__POSITIVE AmericanAir guess thats what I get for bragging on you I fly you by choice unlike others who fly because they dont have other options JS,1
12277,__label__POSITIVE AmericanAir thanks for the update,1
12278,__label__POSITIVE AmericanAir thanks for finally letting me get through to book my flight Frustration  set in donedeal talktoahuman,1
12279,__label__POSITIVE AmericanAir I guess I was one of the select few that hadnt had many problems before this and all the sudden my whole trip got jacked,1
12280,__label__NEGATIVE Yes and it gets disconnected due to the lack of WIFI strength “AmericanAir MauererPower Have you reached out to Gogo for help David”,-1
12281,__label__NEUTRAL AmericanAir the communications seems to be an issue too no,0
12282,__label__NEGATIVE AmericanAir Hi guysI have  RNODFW tomorrowPlane coming from DFW with bad weather in AMshould I consider Fêroute as I have connect,-1
12283,__label__POSITIVE AmericanAir Traveling with my infant Do you check the carseat for free If so do you provide a bag Someone told me but wanted to confirm,1
12284,__label__NEUTRAL AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another,0
12285,__label__POSITIVE AmericanAir DM me and I can explain the whole story I should have been on an earlier flight not US,1
12286,__label__POSITIVE AmericanAir Lets hope it stays that wayBig thanks to your groundoutside crews all across the US the last month Great FB post yesterday,1
12287,"__label__NEUTRAL AmericanAir 
HelloMy baggage has been lost in another city Can anyone help me with this",0
12288,__label__NEUTRAL AmericanAir my boss is ,0
12289,__label__NEUTRAL AmericanAir sitting on plane in Columbus supposed to leave an hour ago Now the mechanic cant find a tool to service the shock absorber,0
12290,__label__POSITIVE AmericanAir Not here yet but I plan on it If you could have them fly low and slow right in front of me that would be great ,1
12291,__label__NEGATIVE AmericanAir forgot to select my ksml on my flight to LA and its a few minutes under the  hour mark Is there any way to change it,-1
12292,__label__NEUTRAL AmericanAir I picked the nonstop flight bc I had things to get to Should’ve taken diff route or airline I suppose,0
12293,__label__POSITIVE AmericanAir Your response has been incredible Truly amazed at the steps you have taken to enhance your customer relations Big thank you grinningfacewithsmilingeyes,1
12294,__label__NEGATIVE AmericanAir Ill DM you,-1
12295,__label__NEUTRAL AmericanAir Yes talked to them FLL says is at central Central says is at FLL and here we go again Im betting this will go  mths,0
12296,__label__POSITIVE AmericanAir but the issue is were waiting on rampers to close the dooronly to waste more fuelamplikely to be told we need more fuelcycle,1
12297,__label__NEUTRAL AmericanAir Is there lack of communicationcompetition between the American and the Air by any chance,0
12298,__label__NEUTRAL AmericanAir I can DM it to you if you follow me,0
12299,__label__NEUTRAL AmericanAir No had already waited an hour for it and wanted to get home,0
12300,__label__POSITIVE AmericanAir  Apparently we’re told staff on the ground keep promising to come and they don’t,1
12301,__label__NEUTRAL AmericanAir over  days  no contact from a human or apology letter AmericanAir is yucki Read all about it soon httptcoROmzQAVI,0
12302,__label__NEUTRAL AmericanAir Well Im showing I am still sitting at the gate on the plane that has not departed,0
12303,__label__NEGATIVE AmericanAir Thanks guys got some sleep Hang in there DFW with bad weather,-1
12304,__label__NEGATIVE AmericanAir My ticket was booked with AA with miles Sorry we sold you a ticket with a company we merged with but we cant fix it,-1
12305,__label__NEUTRAL AmericanAir Is it possible to change the FF number on a passenger on a Flight Booking Problems it wont let me change it,0
12306,__label__POSITIVE AmericanAir great thank you,1
12307,__label__NEUTRAL AmericanAirstill here feet are freezing bc doors have been open Flt time was   We have fuel but now waiting for rampers AA,0
12308,__label__NEGATIVE AmericanAir Just got a call from baggage dept still looking for your property Its went missing  PRERECORDED NO HUMAN SERVICE,-1
12309,__label__NEUTRAL AmericanAir help httptcohYrAoAUu,0
12310,__label__NEUTRAL AmericanAir there is a fat man stuck in your airplanes bathroom,0
12311,__label__NEUTRAL AmericanAir Connection is US,0
12312,__label__NEUTRAL AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now,0
12313,__label__POSITIVE AmericanAir simply amazing Smiles for milesThank u for my upgrade tomorrow for ORDWe are spending a lot of time together next few weeks,1
12314,__label__NEUTRAL AmericanAir whats the status of flight  XNA to DFW Im getting different reports,0
12315,__label__POSITIVE AmericanAir Thank you for the quick customer service today RefundProcedureNotTooPainful I know that Winter Weather is not your fault,1
12316,__label__NEUTRAL AmericanAir I need to go to YYZ tmr morning am I switched to United already but my bag is still off in AA lala land,0
12317,__label__NEUTRAL AmericanAir drop me a follow I need help,0
12318,__label__POSITIVE AmericanAir the whole plane is the same How old is this plane  The seats leather is coming apart ay the seams,1
12319,__label__NEUTRAL AmericanAir yes I do I am traveling to Marsh Harbor,0
12320,__label__NEUTRAL AmericanAir cityandsand were trying to coordinate an airport handoff of Nutella veryimportantproject,0
12321,__label__NEGATIVE AmericanAir If the flight I selected online was what was ticketed I would not be missing my connection I need help getting to DFW or IAH,-1
12322,__label__NEGATIVE AmericanAir my seat is disgusting Old and dirty When are you going to refurbish this plane  US Air  jfk to phx,-1
12323,__label__NEGATIVE AmericanAir is there any way to manually add gift cards to an exEU ticket AA metal on long haulBA for intraEU,-1
12324,__label__NEUTRAL AmericanAir I understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding smh come on,0
12325,__label__NEUTRAL AmericanAir once again flying AA once again  min delay because of mechanical issues Perhaps you should consider maintenance,0
12326,__label__POSITIVE AmericanAir no repair made to the water line No potable water on board this flight We will take off soon Time for new planes MCIgtDFW,1
12327,__label__POSITIVE AmericanAir thanks for the recommendation Weve been sitting here for  minutes last update was  min ago,1
12328,__label__POSITIVE AmericanAir Ill be sticking with southwest in the future No change fees first bag free and stellar customer service,1
12329,__label__NEUTRAL AmericanAir does it show that we are on the same plane,0
12330,__label__POSITIVE AmericanAir although you have no control of the weather you came through with a great customer service,1
12331,__label__NEGATIVE AmericanAir there is no local agent There is no person to answer our questions and their phone service is terrible,-1
12332,__label__NEUTRAL AmericanAir  doesnt help me,0
12333,__label__NEUTRAL AmericanAir As I already have a booked flight that I cant use amp cant change wo a  fee Flight Booking Problems a different type of ticket,0
12334,__label__POSITIVE AmericanAir depends on the terminal what the best option Arrive C depart A Breakfast burrito is what Im craving Any update on ,1
12335,__label__NEUTRAL AmericanAir an overzealous stewardess prevented us from bringing in a car seat worstflight,0
12336,__label__POSITIVE AmericanAir watch out if you are a parentthey break stroller amp tell you look at the fine print,1
12337,__label__NEUTRAL AmericanAir I wish I could remember all of their names,0
12338,__label__NEUTRAL AmericanAir and is there a delay on our connection to pns,0
12339,__label__POSITIVE AmericanAir thanks for getting back to me how frequently are these weather advisories updated throughout the day,1
12340,__label__NEUTRAL AmericanAir living in DFW Your Hub Hate having to fly to JFK to get to Ireland,0
12341,__label__POSITIVE AmericanAir ok There is no one at the airport that is helping us Another customer got told the flight isnt leaving till ,1
12342,__label__NEUTRAL AmericanAir thank you AA this is how I always start my vacations httptcodzKcauZU,0
12343,__label__NEUTRAL AmericanAir how do I talk to an actual person that will help me and do what you guys should do,0
12344,__label__NEUTRAL AmericanAir Customer service provides no wiggle room to change flight without a  change fee southwest has always been accommodating,0
12345,__label__NEUTRAL AmericanAir flight AA cx to AA Killing my layover still wanting breakfast Im hungry Get me to DFW,0
12346,__label__NEUTRAL AmericanAir Yes thank you Just not how I wanted to start my vacation,0
12347,__label__NEUTRAL AmericanAir my flight number is M ,0
12348,__label__NEUTRAL AmericanAir your staff at rsw working the sliver airlines desk is not helpful We can not get any information about our flight,0
12349,__label__NEUTRAL AmericanAir when the pilot announces that the plane has been unused for  days and maintenance is dealing with another aircraft,0
12350,__label__NEGATIVE AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours foldedhands,-1
12351,__label__NEUTRAL AmericanAir thank you for replying Trying to figure out how to get from there from DFW,0
12352,__label__POSITIVE AmericanAir dont merge with an airline that aint ready for prime time and book your elite flyers on it NotHappy USAirways NeedCoffee,1
12353,__label__POSITIVE AmericanAir USAirways Yes obviously It just stinks that pm is the one option when she was supposed to fly at AM YESTERDAY,1
12354,__label__POSITIVE “AmericanAir DumasTTG Good morning Tamara Well try to get you comfortably on a flight as soon as we can”NoXTraLegRoom NoCoatCloset,1
12355,__label__POSITIVE AmericanAir made it  Thanks AA,1
12356,__label__NEUTRAL AmericanAir how do you NOT do maintenance on MD while it sits for two days Frozen lines found after its boarded Come on faail mci,0
12357,__label__NEUTRAL AmericanAir why thank you Yayayay,0
12358,__label__NEGATIVE AmericanAir That what I hoped  contacted them  wks ago about this but they have not responded and still issued in US funds frustrated,-1
12359,__label__NEUTRAL AmericanAir were all being told by emergency services to stay home for the next  hours,0
12360,__label__POSITIVE AmericanAir Thank you for being so responsive on Twitter Truly impressive,1
12361,__label__NEUTRAL AmericanAir flight BA departing tomorrow wednesday  not Cancelled Flightled but how can anyone make it to the airport in this weather,0
12362,__label__NEUTRAL AmericanAir USAirways Shes on Manch to Charlotte Fl  Told her she could get on a pm flight to West Palm Beach Nothing earlier,0
12363,__label__NEUTRAL AmericanAir USAirways Boo Wack ass terminal  flyLAXairport No food No lounge No Bueno Never again,0
12364,__label__NEUTRAL AmericanAir its flight ,0
12365,__label__NEGATIVE AmericanAir You sent me a cheque today which can’t be paid into a UK bank account VERY annoying,-1
12366,__label__NEGATIVE AmericanAir The Wichita Falls Airport is the worst will never fly in or out again  Unknowledgeable staff,-1
12367,__label__NEGATIVE AmericanAir please can you tell me why DFW has a weather advisory and RDU does not the entire state of NC has shut down from ice amp snow,-1
12368,__label__POSITIVE Thank you AmericanAir Much appreciated,1
12369,__label__POSITIVE Id like the c I originally tried for AmericanAir  again happy to pay the difference,1
12370,__label__NEGATIVE AmericanAir when will you be issuing a weather advisory for RDU the entire state of NC has shut down from the overnight winter storm,-1
12371,__label__POSITIVE AmericanAir I’m still waiting  this has been going on far too long Is there someone I can speak to,1
12372,__label__POSITIVE AmericanAir mission accomplished today Thank you,1
12373,__label__NEGATIVE AmericanAir  zoom in on the sauce and potatoes  This stuff is vile  And I mean vile httptcomPHoavRxC,-1
12374,__label__POSITIVE AmericanAir when will the merging of miles between you and USAirways be complete Wasnt it this month,1
12375,__label__NEUTRAL AmericanAir   months ago best catering out of all domestic airlines Today Worst on the planet And Ive flown almost all of them,0
12376,__label__POSITIVE AmericanAir when will there be wifi on the DCASTL route   hour flight could use some love,1
12377,__label__NEUTRAL AmericanAir  What is that Why even bother catering dog food that no one will eat  httptcoiFESPcBzTm,0
12378,__label__POSITIVE AmericanAir  thanks for making the worst fly experience ever Will never book again with your airline Train your flight attendants better,1
12379,__label__NEUTRAL AmericanAir I lost my basket ballbag on your plane,0
12380,__label__POSITIVE AmericanAir thanks for the great customer service Family made it back to SAT safely The weather at DFW made things a little worrisome,1
12381,__label__NEGATIVE AmericanAir She seems a little preoccupied  thats why Im bringing it to your attention I am just flagging an issue as an observer,-1
12382,__label__NEUTRAL AmericanAir She was at gate on time though they made her cry and made a scene for  mins instead of boarding her Plane still outside,0
12383,__label__NEGATIVE AmericanAir Disappointing lack of kindness toward this person The agent asked her counterparts why this person was talking to her,-1
12384,__label__POSITIVE AmericanAir yes starting w flight  getting me home more than  hours Late Flightr record locator BSUXLU,1
12385,__label__NEUTRAL AmericanAir Your AA staff are refusing to allow a woman to board She was here at  for  departure Sign still Now Boarding,0
12386,__label__POSITIVE AmericanAir fantastic thanks Will try and tweet a photo of the view ,1
12387,__label__POSITIVE AmericanAir excellent  Love you guys  If it is first class Ill hug yall  See you shortly,1
12388,__label__POSITIVE AmericanAir Thanks have emailed them How long should I expect for a response,1
12389,__label__NEUTRAL AmericanAir  They said it works  of the time DFW security entrance C Beforeafter precheck whereas I paid for the service,0
12390,__label__POSITIVE AmericanAir  from SGF gt DFW You might want to clear off the ice for the planes landing flushedface,1
12391,__label__POSITIVE AmericanAir great job TYR ground crewnow lets get this bird outta here  Tell flight  to wait on mebe there in  mikes,1
12392,__label__POSITIVE AmericanAir USAirways stated before Im not getting any help there Tk over  hrs yest to spk to a live person then told to chk the site,1
12393,__label__NEUTRAL americanair One question my wife didnt get the bonus Should I call about it today,0
12394,__label__NEGATIVE AmericanAir but not sufficiently sorry to actually do anything about it I guess Your systems are presumably beyond reproach or reform,-1
12395,__label__POSITIVE AmericanAir Good morning  Wondering why my preTSA check was not on my boarding pass this morning,1
12396,__label__NEUTRAL AmericanAir  Yes I do bit you dont follow me so I cant DM you,0
12397,__label__NEGATIVE AmericanAir as your flight attendants are an extension of your brand  bitchy flight attendants on  am flights are not appreciated,-1
12398,__label__NEGATIVE AmericanAir again no special meal catered for me in F JFKLAX thankfully im on qantas the rest of wayi fear what youd NOT cater on that,-1
12399,__label__POSITIVE AmericanAir superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding,1
12400,__label__NEUTRAL AmericanAir  characters arent enough to describe how inconsiderate your employees are,0
12401,__label__NEUTRAL AmericanAir was hoping for A if possible for some frozen views along the way,0
12402,__label__NEUTRAL AmericanAir have you seen Blue Go look it up ,0
12403,__label__POSITIVE AmericanAir your cabin thank you message reminds people about having choices when they fly I will be choosing another airline next time,1
12404,__label__POSITIVE AmericanAir really Thats it Not even a we are looking into this to see what happenedwhat we could do better next time,1
12405,__label__POSITIVE AmericanAir Delayed AA  Missed due to delay AA  New flight now delayed AA,1
12406,__label__NEUTRAL AmericanAir Thank you,0
12407,__label__NEGATIVE AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it Really Dont have time to do that terrible,-1
12408,__label__NEUTRAL AmericanAir hi when will your next set of flights be out for next year from Dublin,0
12409,__label__NEUTRAL AmericanAir Had my flight changed from US Airways to you now I cant get two seats together Can you help,0
12410,__label__NEGATIVE AmericanAir The flight is the wrong day Confirm  USXLON Departure on  should be  for  people,-1
12411,__label__NEGATIVE AmericanAir having trouble Flight Booking Problems a seat on US  March operated by AA Neither airlines website will allow seat selection,-1
12412,__label__NEGATIVE AmericanAir thank you for the robotic and non helpful assistance,-1
12413,__label__POSITIVE AmericanAir I fly weekly with you and havent seen one,1
12414,__label__POSITIVE AmericanAir I would love to say the same but its not so much hs flight no internet no personal AC yr old plane NoFunAtAll,1
12415,__label__NEGATIVE AmericanAir Uwont allow memake changes online force mesit thru excess phone wait timesampstill insist charging crazy fees Thats service,-1
12416,__label__NEUTRAL AmericanAir oh I will AA on speed dial,0
12417,__label__POSITIVE Thanks chasefoster Was just about to book a flight to UK using AmericanAir but after reading this exchange theres no way Ive sent,1
12418,__label__POSITIVE AmericanAir Amazing to watch chasefoster who travels with celebs all over the world show the youth of America who not to fly with,1
12419,__label__POSITIVE AmericanAir travel week delays Cancelled Flightlations if you want to learn more about the merger press  delay my connector in Chicago deice,1
12420,__label__NEUTRAL AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction,0
12421,__label__NEGATIVE AmericanAir Horrible service loganairports Luggage got destroyed on flight and woman at baggage service was so rude Didnt help at all,-1
12422,__label__POSITIVE AmericanAir That’s a rather clunky process Whoever designed that clearly doesn’t understand email ,1
12423,__label__POSITIVE AmericanAir thanks Flight  today Great crew,1
12424,__label__NEUTRAL AmericanAir Thank you for contacting American The email address you have written to is an unmonitored account”,0
12425,__label__NEUTRAL AmericanAir Your customer relations dept has oneway email How is not allowing responses helpful,0
12426,__label__NEGATIVE AmericanAir If you are sorry answer my claims AA Ref  and   accordingly without using weather,-1
12427,__label__NEGATIVE AmericanAir the motor that usually starts the engine is broke and CVGairport ground crew failed to do it on time per pilot maintenance,-1
12428,__label__POSITIVE AmericanAir is rising like the sun at DCA this morning  NATCA members have the best view avgeek httptcoVAhdekVOKe,1
12429,__label__POSITIVE AmericanAir she has  the guy u served drinks   til he needed awheelchair to get off the plane is a more important then the assaulted women,1
12430,"__label__POSITIVE AmericanAir theres a lot of talks and no doing 
MIASFO on a  year old plane nonewplanes old shame httptcoTwETPXUpPN",1
12431,__label__POSITIVE AmericanAir and CVGairport get it together perfect combination for delays and Cancelled Flightlations,1
12432,__label__NEGATIVE AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in  weeks  No more AA in my future ,-1
12433,__label__POSITIVE AmericanAir Thank you for the info Changes need to be made over the phone correct Is there any way an AA agent can call me directly,1
12434,__label__POSITIVE AmericanAir are you a bot Haha always same lies from you,1
12435,__label__NEUTRAL AmericanAir especially during a death in the family and still no solution  hours and countingThanks,0
12436,__label__POSITIVE AmericanAir fortunately the window seat was a noshow Able to scoot over and create space,1
12437,__label__POSITIVE AmericanAir so great AA sitting for an hour first technical problems now what,1
12438,__label__NEGATIVE AmericanAir this has to be the absolute WORST EXPERIENCE EVER,-1
12439,__label__NEGATIVE AmericanAir so I have to call back at  since the department is closed This has to be the biggest bunch of bull,-1
12440,__label__NEUTRAL AmericanAir just need to know why it wasnt done like it was promised it would yesterday,0
12441,__label__NEGATIVE AmericanAir too Late Flight now Boarded exit rows taken Could not have gotten worse Guy next  me shouldve bought  seats miserablemorning,-1
12442,__label__NEUTRAL AmericanAir did that yesterday On the phone with them now,0
12443,__label__POSITIVE AmericanAir restaff and commence new policies because your industry is so embarrassed by you,1
12444,__label__POSITIVE AmericanAir USAirways Statement wasnt sent yesterday like Jeanine said After I even called last night as well Again excellent service,1
12445,__label__NEUTRAL AmericanAir USAirways So who do I need to talk to to ensure the statement is sent to my bank so I can get the credit for the charges,0
12446,__label__POSITIVE AmericanAir  months of straight travel ahead Time to find new airline,1
12447,__label__NEUTRAL AmericanAir thats what is on my ticket and my confirmation email Anything else,0
12448,__label__NEGATIVE AmericanAir Im flying into DCA my bag is at IAD  I am already Late Flight for my meetings at work  I will call the number when I land loudlycryingface,-1
12449,__label__NEUTRAL AmericanAir try this DPDFPP,0
12450,__label__NEUTRAL AmericanAir face palm Cannot believe the last  hrs  hrs of sleep and No and no and what you cant do,0
12451,__label__POSITIVE AmericanAir just wow Regina just told me I cant file or request a lost bag statement until I finish my travel  So until I get to DC argg,1
12452,__label__NEUTRAL AmericanAir I shared my experience several times AA Ref but AAs response is senseless weather was not the cause,0
12453,__label__NEUTRAL AmericanAir record number is BPDFPP,0
12454,__label__NEGATIVE AmericanAir You should be apologizing for your rude sales reps and failure to offer anything other than trite condescending platitudes,-1
12455,"__label__NEUTRAL AmericanAir Embassy Suites
 Woodland Park Drive
Herndon Virginia  
US 
",0
12456,__label__NEGATIVE AmericanAir is non existent and I will take this as far as neededWhy hide behind a corporate logo Provide a number tcf useless amateur,-1
12457,__label__NEGATIVE AmericanAir LAXOGGLAX using hard earned miles and was given lousy service faulty seats on both legs and damaged bag Your customer care,-1
12458,__label__NEUTRAL AmericanAir they were no where to be found at Midnight Last Night I would think the agent in LAX could have relayed that infoBag on flt,0
12459,__label__NEUTRAL AmericanAir you Cancelled Flight both flights yesterday and rebook me in middle seat Not acceptable Upgrade to emergency row would help nothappy,0
12460,__label__POSITIVE AmericanAir is it right to provide faulty seats on flights plus damage a  bag and not replace and shrug the damage off Flights from,1
12461,__label__POSITIVE AmericanAir it isnt good enough You need to provide a phone number Other partners do Should be investigated by IATA TheFAAOnline,1
12462,__label__POSITIVE Lol great answer “AmericanAir JayFranceschi Our agents are checking in passengers as quickly as possible We appreciate your patience”,1
12463,"__label__POSITIVE AmericanAir Super Spring Tides and “Tide of The Century” Drawing tourists to French and UK coasts
httptcogXdqORtsS",1
12464,__label__POSITIVE AmericanAir Ps I was right,1
12465,__label__NEUTRAL AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon VA Im still in Chicago from the fiasco in LAX,0
12466,__label__NEUTRAL AmericanAir whats the point So I can wait for another  weeks U r one of the only airlines that refuses to handle complaints by phone,0
12467,__label__NEGATIVE AmericanAir machines are broken lines are out the door for self service cust Support and bag check in,-1
12468,__label__POSITIVE AmericanAir would have been had I seen this before pm EST when I was sound asleep,1
12469,__label__NEGATIVE AmericanAir merged airlines do not work for FF programs Very frustrating and the gate agents are to busy pouting to care AttitudeIssues,-1
12470,__label__NEUTRAL AmericanAir You dont have those abilities anywhere Not at the ticket counter at cust service or online Thats why were done here,0
12471,__label__NEUTRAL AmericanAir when you strand someone in a city without luggage you would think AA would want to earn your business but guess not,0
12472,__label__NEGATIVE AmericanAir needs to get their shit together  counter people amp a massive line People need to catch their flights httptcoMQFMxeBXt,-1
12473,__label__NEGATIVE AmericanAir I know your policy Just asking for a little kindness due to extenuating circumstances,-1
12474,__label__POSITIVE AmericanAir the pilot her and another flight attendant left walking away laughing  Just wow,1
12475,__label__NEUTRAL AmericanAir  oh no she left the counter and went downstairs  Then she told Elise an agent that joined her not to come over to counter,0
12476,__label__NEGATIVE AmericanAir Of course you are because thats your companies job You guys failed at it in the first place Upgrade me and then well talk,-1
12477,__label__NEGATIVE AmericanAir Delta Maybe Long trip Late Flight night amp queues at baggage claims in two terminals no good I thought I paid for it  instead,-1
12478,__label__NEGATIVE AmericanAir you really need some customer service training for your unhappy EEs in the morning in Chicago Gate K at  chking her schd,-1
12479,__label__NEGATIVE AmericanAir  I sat on the runway for  MORE HRS b takeoff  hrs Late Flight  AM Pilot plainly stated it was a compmech issue,-1
